ds,crop,y
2021-10-02,onion,2208.7397660818715
2021-10-03,onion,2192.2319391634983
2021-10-04,onion,2356.6314779270633
2021-10-05,onion,2443.321568627451
2021-10-06,onion,2546.0460251046024
2021-10-07,onion,2606.8677042801555
2021-10-08,onion,2663.0951492537315
2021-10-09,onion,2676.421841541756
2021-10-10,onion,2706.4964028776976
2021-10-11,onion,2768.158415841584
2021-10-12,onion,2843.742802303263
2021-10-13,onion,2879.5221774193546
2021-10-14,onion,2907.5776699029125
2021-10-15,onion,2910.6624040920715
2021-10-16,onion,2887.637554585153
2021-10-17,onion,2875.7662835249043
2021-10-18,onion,2942.026923076923
2021-10-19,onion,3027.380510440835
2021-10-20,onion,2993.7368421052633
2021-10-21,onion,2960.744318181818
2021-10-22,onion,2893.4854368932038
2021-10-23,onion,3011.392276422764
2021-10-24,onion,2915.561224489796
2021-10-25,onion,2905.3600782778867
2021-10-26,onion,2873.254385964912
2021-10-27,onion,2833.406488549618
2021-10-28,onion,2837.13671875
2021-10-29,onion,2854.898272552783
2021-10-30,onion,2778.1058558558557
2021-10-31,onion,2773.8178294573645
2021-11-01,onion,2838.268361581921
2021-11-02,onion,2852.4850574712646
2021-11-03,onion,2919.304
2021-11-04,onion,2896.757322175732
2021-11-05,onion,2980.1678321678323
2021-11-06,onion,2830.1297709923665
2021-11-07,onion,2738.9591078066915
2021-11-08,onion,2826.922924901186
2021-11-09,onion,2819.962962962963
2021-11-10,onion,2839.0115163147793
2021-11-11,onion,2837.515444015444
2021-11-12,onion,2837.5542635658917
2021-11-13,onion,2784.121896162528
2021-11-14,onion,2821.679856115108
2021-11-15,onion,2801.3250478011473
2021-11-16,onion,2710.332703213611
2021-11-17,onion,2679.116760828625
2021-11-18,onion,2612.982558139535
2021-11-19,onion,2643.5602678571427
2021-11-20,onion,2571.04462474645
2021-11-21,onion,2541.2123287671234
2021-11-22,onion,2581.565934065934
2021-11-23,onion,2512.703237410072
2021-11-24,onion,2483.9816513761466
2021-11-25,onion,2470.5833333333335
2021-11-26,onion,2452.476459510358
2021-11-27,onion,2475.5734406438633
2021-11-28,onion,2429.3684210526317
2021-11-29,onion,2395.3725135623868
2021-11-30,onion,2395.464761904762
2021-12-01,onion,2320.4263565891474
2021-12-02,onion,2347.6967213114754
2021-12-03,onion,2312.005736137667
2021-12-04,onion,2317.230769230769
2021-12-05,onion,2303.6043956043954
2021-12-06,onion,2331.7097902097903
2021-12-07,onion,2299.9265232974913
2021-12-08,onion,2260.9306569343066
2021-12-09,onion,2289.9534450651768
2021-12-10,onion,2332.761552680222
2021-12-11,onion,2215.2209821428573
2021-12-12,onion,2187.4699646643107
2021-12-13,onion,2353.7577413479053
2021-12-14,onion,2363.457142857143
2021-12-15,onion,2387.755877034358
2021-12-16,onion,2348.3098591549297
2021-12-17,onion,2394.2617328519855
2021-12-18,onion,2372.0815939278937
2021-12-19,onion,2300.6480836236933
2021-12-20,onion,2373.84
2021-12-21,onion,2404.213381555154
2021-12-22,onion,2405.9693693693694
2021-12-23,onion,2327.77449168207
2021-12-24,onion,2369.743169398907
2021-12-25,onion,2195.248226950355
2021-12-26,onion,2279.9367088607596
2021-12-27,onion,2384.084210526316
2021-12-28,onion,2313.5795847750865
2021-12-29,onion,2327.6596119929454
2021-12-30,onion,2322.044722719141
2021-12-31,onion,2312.5472061657033
2022-01-01,onion,2321.477495107632
2022-01-02,onion,2238.326923076923
2022-01-03,onion,2439.6704545454545
2022-01-04,onion,2460.4546979865772
2022-01-05,onion,2369.36724137931
2022-01-06,onion,2520.6959706959706
2022-01-07,onion,2483.381037567084
2022-01-08,onion,2267.3860369609856
2022-01-09,onion,2273.479750778816
2022-01-10,onion,2533.9134125636674
2022-01-11,onion,2506.6781045751636
2022-01-12,onion,2498.391156462585
2022-01-13,onion,2412.3376623376626
2022-01-14,onion,2368.7332015810275
2022-01-15,onion,2612.6961770623743
2022-01-16,onion,2252.1826625387
2022-01-17,onion,2523.3371522094926
2022-01-18,onion,2538.512155591572
2022-01-19,onion,2377.3262987012986
2022-01-20,onion,2518.1658374792705
2022-01-21,onion,2481.068333333333
2022-01-22,onion,2377.078212290503
2022-01-23,onion,2493.5586419753085
2022-01-24,onion,2533.0380165289257
2022-01-25,onion,2395.0528925619833
2022-01-26,onion,2593.8409703504044
2022-01-27,onion,2475.634020618557
2022-01-28,onion,2513.2977346278317
2022-01-29,onion,2352.71198568873
2022-01-30,onion,2582.1093247588424
2022-01-31,onion,2565.91833030853
2022-02-01,onion,2423.0660714285714
2022-02-02,onion,2475.3311475409837
2022-02-03,onion,2336.2694214876033
2022-02-04,onion,2484.100826446281
2022-02-05,onion,2354.9893048128342
2022-02-06,onion,2275.6739130434785
2022-02-07,onion,2555.7383900928794
2022-02-08,onion,2563.6065830721004
2022-02-09,onion,2604.8571428571427
2022-02-10,onion,2473.581881533101
2022-02-11,onion,2503.261306532663
2022-02-12,onion,2456.710891089109
2022-02-13,onion,2421.2044025157234
2022-02-14,onion,2700.4085667215813
2022-02-15,onion,2529.1175496688743
2022-02-16,onion,2575.805507745267
2022-02-17,onion,2553.152350081037
2022-02-18,onion,2539.0714285714284
2022-02-19,onion,2536.3653516295026
2022-02-20,onion,2780.845697329377
2022-02-21,onion,2495.0688575899844
2022-02-22,onion,2577.172955974843
2022-02-23,onion,2601.221122112211
2022-02-24,onion,2583.838258164852
2022-02-25,onion,2613.6343402225757
2022-02-26,onion,2617.511187607573
2022-02-27,onion,2665.7457142857143
2022-02-28,onion,2548.834170854271
2022-03-01,onion,2491.433962264151
2022-03-02,onion,2521.621283255086
2022-03-03,onion,2459.886632825719
2022-03-04,onion,2461.001612903226
2022-03-05,onion,2308.7091503267975
2022-03-06,onion,2271.3464566929133
2022-03-07,onion,2357.9244712990935
2022-03-08,onion,2251.7100149476832
2022-03-09,onion,2299.661119515885
2022-03-10,onion,2167.8768
2022-03-11,onion,2269.889739663093
2022-03-12,onion,2130.0727902946273
2022-03-13,onion,2109.516795865633
2022-03-14,onion,2107.4833574529666
2022-03-15,onion,2145.5061728395062
2022-03-16,onion,2007.781010719755
2022-03-17,onion,1997.2283464566929
2022-03-18,onion,2128.8425925925926
2022-03-19,onion,2092.34375
2022-03-20,onion,2122.6720867208674
2022-03-21,onion,1983.8887218045113
2022-03-22,onion,1977.366720516963
2022-03-23,onion,1917.783950617284
2022-03-24,onion,1763.134069400631
2022-03-25,onion,1856.193199381762
2022-03-26,onion,1759.2623509369676
2022-03-27,onion,1955.837142857143
2022-03-28,onion,1771.0115702479338
2022-03-29,onion,1762.278606965174
2022-03-30,onion,1797.5375626043406
2022-03-31,onion,1766.8134715025906
2022-04-01,onion,1682.1838235294117
2022-04-02,onion,1635.90625
2022-04-03,onion,1602.7881355932204
2022-04-04,onion,1558.409984871407
2022-04-05,onion,1633.4012066365008
2022-04-06,onion,1513.7451851851852
2022-04-07,onion,1475.8207109737248
2022-04-08,onion,1570.4372093023255
2022-04-09,onion,1461.470486111111
2022-04-10,onion,1460.513888888889
2022-04-11,onion,1547.881679389313
2022-04-12,onion,1456.4630225080386
2022-04-13,onion,1546.7238562091504
2022-04-14,onion,1608.4834024896265
2022-04-15,onion,1378.573146292585
2022-04-16,onion,1540.489075630252
2022-04-17,onion,1569.8962765957447
2022-04-18,onion,1510.9210134128166
2022-04-19,onion,1442.2128935532235
2022-04-20,onion,1493.9774096385543
2022-04-21,onion,1479.1102603369065
2022-04-22,onion,1391.5935085007727
2022-04-23,onion,1494.9042016806723
2022-04-24,onion,1402.7111716621253
2022-04-25,onion,1472.9584569732938
2022-04-26,onion,1470.75
2022-04-27,onion,1456.223241590214
2022-04-28,onion,1462.9565891472869
2022-04-29,onion,1465.7055118110236
2022-04-30,onion,1482.5795454545455
2022-05-01,onion,1331.2028985507247
2022-05-02,onion,1301.1913043478262
2022-05-03,onion,1331.9690265486727
2022-05-04,onion,1338.1666666666667
2022-05-05,onion,1442.112012987013
2022-05-06,onion,1432.5716560509554
2022-05-07,onion,1334.1836007130125
2022-05-08,onion,1309.3063063063064
2022-05-09,onion,1418.859375
2022-05-10,onion,1378.0550458715597
2022-05-11,onion,1417.8966049382716
2022-05-12,onion,1433.8183333333334
2022-05-13,onion,1347.4833040421793
2022-05-14,onion,1431.6206225680935
2022-05-15,onion,1286.0835820895522
2022-05-16,onion,1411.8578767123288
2022-05-17,onion,1257.0974889217134
2022-05-18,onion,1346.2795216741406
2022-05-19,onion,1276.7530864197531
2022-05-20,onion,1372.6980830670927
2022-05-21,onion,1397.1915584415585
2022-05-22,onion,1468.1670951156811
2022-05-23,onion,1394.083705357143
2022-05-24,onion,1388.1554252199414
2022-05-25,onion,1378.836115326252
2022-05-26,onion,1378.5777777777778
2022-05-27,onion,1394.6714285714286
2022-05-28,onion,1327.5912162162163
2022-05-29,onion,1463.2521489971348
2022-05-30,onion,1411.3150912106137
2022-05-31,onion,1393.40065681445
2022-06-01,onion,1445.7082568807339
2022-06-02,onion,1308.715909090909
2022-06-03,onion,1448.735674676525
2022-06-04,onion,1296.7733598409543
2022-06-05,onion,1313.2638036809815
2022-06-06,onion,1325.96
2022-06-07,onion,1318.4960998439938
2022-06-08,onion,1330.9901639344262
2022-06-09,onion,1335.4515050167224
2022-06-10,onion,1344.1131756756756
2022-06-11,onion,1452.5761078998073
2022-06-12,onion,1340.9606741573034
2022-06-13,onion,1504.8843106180666
2022-06-14,onion,1477.08214849921
2022-06-15,onion,1529.146302250804
2022-06-16,onion,1500.6796116504854
2022-06-17,onion,1521.4167987321712
2022-06-18,onion,1500.4422110552764
2022-06-19,onion,1423.5
2022-06-20,onion,1540.0510752688172
2022-06-21,onion,1538.552590266876
2022-06-22,onion,1507.812893081761
2022-06-23,onion,1537.4479495268138
2022-06-24,onion,1576.5403225806451
2022-06-25,onion,1614.1558669001752
2022-06-26,onion,1635.327380952381
2022-06-27,onion,1587.8055130168452
2022-06-28,onion,1597.8661157024794
2022-06-29,onion,1593.4627118644069
2022-06-30,onion,1657.3956692913387
2022-07-01,onion,1680.5804020100502
2022-07-02,onion,1577.0967741935483
2022-07-03,onion,1512.1006097560976
2022-07-04,onion,1530.3622047244094
2022-07-05,onion,1537.8225039619651
2022-07-06,onion,1543.2678868552412
2022-07-07,onion,1539.0183333333334
2022-07-08,onion,1628.033388981636
2022-07-09,onion,1501.9860279441118
2022-07-10,onion,1530.0776397515529
2022-07-11,onion,1548.5882352941176
2022-07-12,onion,1557.489430894309
2022-07-13,onion,1698.6301824212271
2022-07-14,onion,1658.114238410596
2022-07-15,onion,1564.328947368421
2022-07-16,onion,1659.3487179487179
2022-07-17,onion,1572.1671641791045
2022-07-18,onion,1676.7996870109546
2022-07-19,onion,1653.2550860719875
2022-07-20,onion,1576.233024691358
2022-07-21,onion,1685.8194444444443
2022-07-22,onion,1665.2138364779873
2022-07-23,onion,1711.949740034662
2022-07-24,onion,1743.420749279539
2022-07-25,onion,1549.5897435897436
2022-07-26,onion,1558.6870109546167
2022-07-27,onion,1584.921850079745
2022-07-28,onion,1641.3242784380307
2022-07-29,onion,1693.0492845786964
2022-07-30,onion,1683.7530864197531
2022-07-31,onion,1794.5296167247386
2022-08-01,onion,1586.9439421338157
2022-08-02,onion,1561.1937007874017
2022-08-03,onion,1562.8954248366013
2022-08-04,onion,1550.518927444795
2022-08-05,onion,1572.7224025974026
2022-08-06,onion,1553.69203539823
2022-08-07,onion,1589.6504559270518
2022-08-08,onion,1588.2047377326564
2022-08-09,onion,1578.362683438155
2022-08-10,onion,1634.3464163822525
2022-08-11,onion,1644.378640776699
2022-08-12,onion,1735.1030303030302
2022-08-13,onion,1672.9791231732777
2022-08-14,onion,1741.3688760806917
2022-08-15,onion,1658.002512562814
2022-08-16,onion,1676.5115511551155
2022-08-17,onion,1661.016447368421
2022-08-18,onion,1671.3689655172413
2022-08-19,onion,1618.5150943396227
2022-08-20,onion,1682.704467353952
2022-08-21,onion,1745.2941176470588
2022-08-22,onion,1690.8108108108108
2022-08-23,onion,1719.991974317817
2022-08-24,onion,1692.5504885993485
2022-08-25,onion,1663.1844660194174
2022-08-26,onion,1675.495908346972
2022-08-27,onion,1717.9963235294117
2022-08-28,onion,1747.8632478632478
2022-08-29,onion,1637.6243654822335
2022-08-30,onion,1650.5210084033613
2022-08-31,onion,1761.965306122449
2022-09-01,onion,1620.25
2022-09-02,onion,1617.7070707070707
2022-09-03,onion,1575.1109185441942
2022-09-04,onion,1680.252808988764
2022-09-05,onion,1619.5598006644518
2022-09-06,onion,1633.1756097560976
2022-09-07,onion,1572.0723905723905
2022-09-08,onion,1484.070780399274
2022-09-09,onion,1539.4372549019608
2022-09-10,onion,1570.4236947791164
2022-09-11,onion,1602.4652567975832
2022-09-12,onion,1601.2879310344827
2022-09-13,onion,1609.0795262267343
2022-09-14,onion,1619.7375415282393
2022-09-15,onion,1683.6280193236714
2022-09-16,onion,1611.358208955224
2022-09-17,onion,1688.126984126984
2022-09-18,onion,1749.8607242339833
2022-09-19,onion,1606.2809523809524
2022-09-20,onion,1615.5453047775948
2022-09-21,onion,1554.8651877133107
2022-09-22,onion,1676.8576158940398
2022-09-23,onion,1514.8973913043478
2022-09-24,onion,1729.093309859155
2022-09-25,onion,1832.4376811594202
2022-09-26,onion,1724.17
2022-09-27,onion,1728.492586490939
2022-09-28,onion,1613.4929133858268
2022-09-29,onion,1733.2197092084007
2022-09-30,onion,1731.1467889908256
2022-10-01,onion,1641.6145833333333
2022-10-02,onion,1643.4782608695652
2022-10-03,onion,1644.6275992438564
2022-10-04,onion,1597.3944773175542
2022-10-05,onion,1658.184154175589
2022-10-06,onion,1687.9737762237762
2022-10-07,onion,1698.7887563884158
2022-10-08,onion,1677.676245210728
2022-10-09,onion,1614.619335347432
2022-10-10,onion,1813.7472353870457
2022-10-11,onion,1831.7226890756303
2022-10-12,onion,1852.5920634920635
2022-10-13,onion,1875.8517350157729
2022-10-14,onion,1935.1438240270727
2022-10-15,onion,1927.925087108014
2022-10-16,onion,1888.7877094972066
2022-10-17,onion,1942.5912897822445
2022-10-18,onion,2003.611111111111
2022-10-19,onion,2020.7170731707317
2022-10-20,onion,2021.0751252086811
2022-10-21,onion,2028.0072859744992
2022-10-22,onion,2084.862869198312
2022-10-23,onion,2058.794776119403
2022-10-24,onion,2150.1853932584268
2022-10-25,onion,2171.9954545454543
2022-10-26,onion,2145.637339055794
2022-10-27,onion,2039.2831683168317
2022-10-28,onion,2075.1311188811187
2022-10-29,onion,2066.3296903460837
2022-10-30,onion,2117.4125
2022-10-31,onion,2169.014787430684
2022-11-01,onion,2229.0491228070177
2022-11-02,onion,2247.8391376451077
2022-11-03,onion,2283.6247933884297
2022-11-04,onion,2297.529900332226
2022-11-05,onion,2305.795246800731
2022-11-06,onion,2147.323353293413
2022-11-07,onion,2239.5976230899832
2022-11-08,onion,2368.001879699248
2022-11-09,onion,2260.348184818482
2022-11-10,onion,2205.8341625207295
2022-11-11,onion,2210.5422297297296
2022-11-12,onion,2116.140562248996
2022-11-13,onion,2055.6132930513595
2022-11-14,onion,2172.357262103506
2022-11-15,onion,2189.5307443365696
2022-11-16,onion,2115.0703125
2022-11-17,onion,2126.4065934065934
2022-11-18,onion,2077.5544388609715
2022-11-19,onion,2099.224662162162
2022-11-20,onion,2028.6387283236995
2022-11-21,onion,2019.8688524590164
2022-11-22,onion,1970.907590759076
2022-11-23,onion,2016.0961857379768
2022-11-24,onion,2147.768852459016
2022-11-25,onion,2008.1126516464471
2022-11-26,onion,2128.0489130434785
2022-11-27,onion,1940.1298701298701
2022-11-28,onion,1993.5777777777778
2022-11-29,onion,1919.2224168126095
2022-11-30,onion,1921.3816513761467
2022-12-01,onion,2081.930320150659
2022-12-02,onion,1829.402376910017
2022-12-03,onion,2021.9372822299651
2022-12-04,onion,1746.3714285714286
2022-12-05,onion,1850.9532062391681
2022-12-06,onion,2019.9436860068258
2022-12-07,onion,1823.0672413793104
2022-12-08,onion,1990.9595278246206
2022-12-09,onion,1828.4161184210527
2022-12-10,onion,1767.5806451612902
2022-12-11,onion,1778.495575221239
2022-12-12,onion,1754.3630672926447
2022-12-13,onion,1922.1878881987577
2022-12-14,onion,1755.5237341772151
2022-12-15,onion,1891.2564935064936
2022-12-16,onion,1777.0391517128874
2022-12-17,onion,1927.6744574290485
2022-12-18,onion,1757.9017857142858
2022-12-19,onion,1769.3884673748103
2022-12-20,onion,1985.0176282051282
2022-12-21,onion,1826.5177419354839
2022-12-22,onion,2050.930420711974
2022-12-23,onion,1826.6802030456852
2022-12-24,onion,2064.9361313868612
2022-12-25,onion,1761.5353846153846
2022-12-26,onion,1856.615652173913
2022-12-27,onion,2100.681660899654
2022-12-28,onion,1850.7670549084858
2022-12-29,onion,2086.266891891892
2022-12-30,onion,1800.7562604340567
2022-12-31,onion,2079.297709923664
2023-01-01,onion,1811.0365448504983
2023-01-02,onion,1789.135225375626
2023-01-03,onion,1883.608552631579
2023-01-04,onion,1883.2647975077882
2023-01-05,onion,1917.8460264900662
2023-01-06,onion,1955.214405360134
2023-01-07,onion,1867.1610738255033
2023-01-08,onion,1779.9538904899136
2023-01-09,onion,1981.7254575707154
2023-01-10,onion,1907.9193037974683
2023-01-11,onion,1879.6543209876543
2023-01-12,onion,1867.7677725118483
2023-01-13,onion,1908.378048780488
2023-01-14,onion,1877.767094017094
2023-01-15,onion,1799.4169491525424
2023-01-16,onion,1874.1026615969581
2023-01-17,onion,1812.276397515528
2023-01-18,onion,1849.4025844930418
2023-01-19,onion,1919.973296500921
2023-01-20,onion,1888.1299826689774
2023-01-21,onion,1818.9812606473595
2023-01-22,onion,1802.9775910364147
2023-01-23,onion,1812.1955484896662
2023-01-24,onion,1808.946540880503
2023-01-25,onion,1820.2260726072607
2023-01-26,onion,1889.438775510204
2023-01-27,onion,1822.1620795107033
2023-01-28,onion,1789.2347972972973
2023-01-29,onion,1651.586402266289
2023-01-30,onion,1760.874203821656
2023-01-31,onion,1750.7593220338983
2023-02-01,onion,1804.4721753794267
2023-02-02,onion,1682.3017656500804
2023-02-03,onion,1738.087440381558
2023-02-04,onion,1688.0886287625417
2023-02-05,onion,1612.4925816023738
2023-02-06,onion,1683.807874015748
2023-02-07,onion,1652.1152
2023-02-08,onion,1661.1149068322982
2023-02-09,onion,1643.5923460898503
2023-02-10,onion,1634.5774193548386
2023-02-11,onion,1593.092803030303
2023-02-12,onion,1551.9423631123918
2023-02-13,onion,1599.7286821705427
2023-02-14,onion,1600.1275590551181
2023-02-15,onion,1563.957928802589
2023-02-16,onion,1554.1091205211726
2023-02-17,onion,1548.360465116279
2023-02-18,onion,1503.892857142857
2023-02-19,onion,1495.824512534819
2023-02-20,onion,1563.7781299524563
2023-02-21,onion,1460.9968503937007
2023-02-22,onion,1437.9822294022617
2023-02-23,onion,1573.464
2023-02-24,onion,1393.074433656958
2023-02-25,onion,1408.1783216783217
2023-02-26,onion,1396.5507246376812
2023-02-27,onion,1407.8431061806657
2023-02-28,onion,1425.4548494983278
2023-03-01,onion,1359.9168081494058
2023-03-02,onion,1339.6167763157894
2023-03-03,onion,1337.7252931323283
2023-03-04,onion,1322.4792043399639
2023-03-05,onion,1326.3948220064724
2023-03-06,onion,1409.6613756613756
2023-03-07,onion,1441.5454545454545
2023-03-08,onion,1477.560975609756
2023-03-09,onion,1388.0594594594595
2023-03-10,onion,1417.4919093851133
2023-03-11,onion,1336.734496124031
2023-03-12,onion,1381.5666666666666
2023-03-13,onion,1395.2
2023-03-14,onion,1377.701754385965
2023-03-15,onion,1401.9095477386934
2023-03-16,onion,1391.8950276243095
2023-03-17,onion,1354.4943609022557
2023-03-18,onion,1377.0212765957447
2023-03-19,onion,1332.3050847457628
2023-03-20,onion,1424.0469011725293
2023-03-21,onion,1402.2253032928943
2023-03-22,onion,1426.556586270872
2023-03-23,onion,1418.6301369863013
2023-03-24,onion,1407.8435251798562
2023-03-25,onion,1388.0368932038834
2023-03-26,onion,1343.0277777777778
2023-03-27,onion,1366.6252100840336
2023-03-28,onion,1377.7074829931973
2023-03-29,onion,1359.4074074074074
2023-03-30,onion,1425.5081967213114
2023-03-31,onion,1323.6221374045801
2023-04-01,onion,1354.9806034482758
2023-04-02,onion,1305.3159420289855
2023-04-03,onion,1358.3440860215053
2023-04-04,onion,1385.0823970037454
2023-04-05,onion,1286.1913043478262
2023-04-06,onion,1254.162932790224
2023-04-07,onion,1252.7690721649485
2023-04-08,onion,1250.4552380952382
2023-04-09,onion,1341.252688172043
2023-04-10,onion,1287.2757527733756
2023-04-11,onion,1326.3515625
2023-04-12,onion,1284.5389610389611
2023-04-13,onion,1272.7432432432433
2023-04-14,onion,1286.1469387755103
2023-04-15,onion,1191.8178506375227
2023-04-16,onion,1280.1424802110819
2023-04-17,onion,1316.320251177394
2023-04-18,onion,1313.122186495177
2023-04-19,onion,1291.0916530278232
2023-04-20,onion,1306.3931623931624
2023-04-21,onion,1242.3174603174602
2023-04-22,onion,1294.8318584070796
2023-04-23,onion,1281.236040609137
2023-04-24,onion,1279.828125
2023-04-25,onion,1263.2300469483569
2023-04-26,onion,1283.6699346405228
2023-04-27,onion,1275.3299492385786
2023-04-28,onion,1324.5545927209705
2023-04-29,onion,1277.5531135531135
2023-04-30,onion,1283.6943620178042
2023-05-01,onion,1242.6036217303822
2023-05-02,onion,1288.3290834697216
2023-05-03,onion,1329.8100975609755
2023-05-04,onion,1295.6553533568906
2023-05-05,onion,1336.0457389635317
2023-05-06,onion,1327.1696113074204
2023-05-07,onion,1270.6153846153845
2023-05-08,onion,1334.3776058631922
2023-05-09,onion,1321.1099335548174
2023-05-10,onion,1343.7679216354345
2023-05-11,onion,1344.1054363636363
2023-05-12,onion,1322.8833333333332
2023-05-13,onion,1302.343685300207
2023-05-14,onion,1288.8016759776535
2023-05-15,onion,1342.614393939394
2023-05-16,onion,1330.9701317957167
2023-05-17,onion,1315.3243207855974
2023-05-18,onion,1313.1132075471698
2023-05-19,onion,1362.4743357933578
2023-05-20,onion,1333.3651376146788
2023-05-21,onion,1284.610119047619
2023-05-22,onion,1392.5726351351352
2023-05-23,onion,1309.3227212020033
2023-05-24,onion,1349.6871332209105
2023-05-25,onion,1360.998249158249
2023-05-26,onion,1347.136518771331
2023-05-27,onion,1415.7867383512544
2023-05-28,onion,1330.2608695652175
2023-05-29,onion,1377.1321069692058
2023-05-30,onion,1371.563167495854
2023-05-31,onion,1371.9611071428571
2023-06-01,onion,1448.0258585858585
2023-06-02,onion,1406.3699675850892
2023-06-03,onion,1368.8754325259515
2023-06-04,onion,1290.1388101983002
2023-06-05,onion,1401.4057624398074
2023-06-06,onion,1386.6059018987341
2023-06-07,onion,1436.6246612903226
2023-06-08,onion,1434.9442833876221
2023-06-09,onion,1398.7859053833606
2023-06-10,onion,1322.0823484848484
2023-06-11,onion,1300.5766016713092
2023-06-12,onion,1443.365807453416
2023-06-13,onion,1434.153549432739
2023-06-14,onion,1493.6726275115918
2023-06-15,onion,1442.1028451178452
2023-06-16,onion,1496.8559504132231
2023-06-17,onion,1458.3126153846154
2023-06-18,onion,1419.3954154727794
2023-06-19,onion,1494.5753773584904
2023-06-20,onion,1506.4780891719745
2023-06-21,onion,1499.3493037974683
2023-06-22,onion,1518.3594524959742
2023-06-23,onion,1475.0744736842105
2023-06-24,onion,1516.540053285968
2023-06-25,onion,1405.9217391304348
2023-06-26,onion,1505.2520922570018
2023-06-27,onion,1532.86900990099
2023-06-28,onion,1489.8414159292035
2023-06-29,onion,1589.232076372315
2023-06-30,onion,1663.230897887324
2023-07-01,onion,1672.2701495327103
2023-07-02,onion,1578.823691460055
2023-07-03,onion,1734.3837564322469
2023-07-04,onion,1738.7330377668306
2023-07-05,onion,1738.677088186356
2023-07-06,onion,1805.2373182552503
2023-07-07,onion,1811.6630357142858
2023-07-08,onion,1758.9463917525773
2023-07-09,onion,1652.9759036144578
2023-07-10,onion,1718.487779605263
2023-07-11,onion,1635.01146179402
2023-07-12,onion,1635.8123240589198
2023-07-13,onion,1686.6283855024712
2023-07-14,onion,1801.6848805460752
2023-07-15,onion,1785.0451263537907
2023-07-16,onion,1707.1971830985915
2023-07-17,onion,1737.8728237410073
2023-07-18,onion,1791.972325203252
2023-07-19,onion,1746.6676461038962
2023-07-20,onion,1716.3322950819672
2023-07-21,onion,1811.6203179650238
2023-07-22,onion,1671.0281993006993
2023-07-23,onion,1686.482191780822
2023-07-24,onion,1765.6246831530138
2023-07-25,onion,1737.1342811501597
2023-07-26,onion,1779.4353588516747
2023-07-27,onion,1757.83809602649
2023-07-28,onion,1749.5542659758205
2023-07-29,onion,1820.2488986784142
2023-07-30,onion,1760.8181818181818
2023-07-31,onion,1827.7827845884412
2023-08-01,onion,1829.7546688741722
2023-08-02,onion,1800.5473742138363
2023-08-03,onion,1806.9783087027915
2023-08-04,onion,1788.6842907801417
2023-08-05,onion,1810.0216216216215
2023-08-06,onion,1815.688679245283
2023-08-07,onion,1901.5441918294848
2023-08-08,onion,1943.036636085627
2023-08-09,onion,1995.599121725732
2023-08-10,onion,2012.9197580645161
2023-08-11,onion,2031.2817694805196
2023-08-12,onion,1952.6686274509805
2023-08-13,onion,1971.8491620111731
2023-08-14,onion,2152.1570680628274
2023-08-15,onion,2209.574468085106
2023-08-16,onion,2282.6039215686274
2023-08-17,onion,2174.505888501742
2023-08-18,onion,2247.0584518167457
2023-08-19,onion,2263.7673992673995
2023-08-20,onion,2170.55625
2023-08-21,onion,2402.2172413793105
2023-08-22,onion,2356.5544388609715
2023-08-23,onion,2374.9324090121318
2023-08-24,onion,2327.807443478261
2023-08-25,onion,2403.0522151898736
2023-08-26,onion,2349.566844919786
2023-08-27,onion,2338.712990936556
2023-08-28,onion,2321.1413237924867
2023-08-29,onion,2241.125
2023-08-30,onion,2272.8553191489364
2023-08-31,onion,2294.684512428298
2023-09-01,onion,2345.6887417218545
2023-09-02,onion,2296.6436170212764
2023-09-03,onion,2207.597633136095
2023-09-04,onion,2386.838063439065
2023-09-05,onion,2358.339489291598
2023-09-06,onion,2313.409090909091
2023-09-07,onion,2405.4747254901963
2023-09-08,onion,2316.6116504854367
2023-09-09,onion,2304.852830188679
2023-09-10,onion,2237.7479452054795
2023-09-11,onion,2410.3597464342315
2023-09-12,onion,2360.734219269103
2023-09-13,onion,2359.3881355932203
2023-09-14,onion,2333.533222591362
2023-09-15,onion,2311.5323854660346
2023-09-16,onion,2311.7781629116116
2023-09-17,onion,2271.2225609756097
2023-09-18,onion,2365.950106571936
2023-09-19,onion,2359.8756957328387
2023-09-20,onion,2367.2052173913044
2023-09-21,onion,2338.513605442177
2023-09-22,onion,2265.4133333333334
2023-09-23,onion,2271.568316831683
2023-09-24,onion,2200.137931034483
2023-09-25,onion,2406.3333333333335
2023-09-26,onion,2412.893760539629
2023-09-27,onion,2434.304347826087
2023-09-28,onion,2418.357588357588
2023-09-29,onion,2429.05
2023-09-30,onion,2354.443010752688
2023-10-01,onion,2332.10162601626
2023-10-02,onion,2333.5194508009154
2023-10-03,onion,2409.4910858995136
2023-10-04,onion,2448.935275080906
2023-10-05,onion,2440.5450236966826
2023-10-06,onion,2412.486069730586
2023-10-07,onion,2473.7206776859502
2023-10-08,onion,2295.4524495677233
2023-10-09,onion,2502.782377850163
2023-10-10,onion,2458.160975609756
2023-10-11,onion,2532.879173290938
2023-10-12,onion,2529.2311146496813
2023-10-13,onion,2540.4689075630254
2023-10-14,onion,2504.6923076923076
2023-10-15,onion,2457.0670926517573
2023-10-16,onion,2613.4602
2023-10-17,onion,2611.6036303630362
2023-10-18,onion,2727.127145187602
2023-10-19,onion,2800.0723633440516
2023-10-20,onion,2802.8704477611936
2023-10-21,onion,2833.2093457943924
2023-10-22,onion,2648.8735632183907
2023-10-23,onion,3057.413888888889
